DELTA MAGNETS LTD,,,,,,,,,SCREENER.IN,
,,,,,,,,,,
Narration,Mar-09,Mar-10,Mar-11,Mar-12,Mar-13,Mar-14,Mar-15,Mar-16,Mar-17,Mar-18
Cash from Operating Activity, 0.74 , 0.67 , 0.30 , 2.27 , (0.04), (0.79), 2.03 , 0.82 , 2.19 , 1.60 
Cash from Investing Activity, (0.86), (0.42), (14.98), (1.31), (1.33), 0.09 , (1.49), (1.39), (2.22), (2.43)
Cash from Financing Activity, (0.01), (0.25), 15.06 , (1.59), 1.39 , 0.69 , (0.53), 0.64 , (0.04), 0.84 
Net Cash Flow, (0.13), -   , 0.38 , (0.63), 0.02 , (0.01), 0.01 , 0.07 , (0.07), 0.01 
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
